time	trips
10/10/2020	2621098.836832007
10/11/2020	2716886.501965367
10/12/2020	2708178.5324078295
10/13/2020	2719789.1584845455
10/14/2020	2760426.3497533016
10/15/2020	2679151.967215878
10/16/2020	2754621.0367148705
10/17/2020	2621098.836832007
10/18/2020	2716886.501965367
10/19/2020	2708178.5324078295
10/20/2020	2719789.1584845455
10/21/2020	2760426.3497533016
10/22/2020	2679151.967215878
10/23/2020	2754621.0367148705
10/24/2020	2621098.836832007
10/25/2020	2716886.501965367
10/26/2020	2708178.5324078295
10/27/2020	2719789.1584845455
10/28/2020	2760426.3497533016
10/29/2020	2679151.967215878
10/30/2020	2754621.0367148705
10/31/2020	2621098.836832007
11/01/2020	2621098.836832007
11/02/2020	2716886.501965367
11/03/2020	2708178.5324078295
11/04/2020	2719789.1584845455
11/05/2020	2760426.3497533016
11/06/2020	2679151.967215878
11/07/2020	2754621.0367148705
11/08/2020	2621098.836832007
11/09/2020	2716886.501965367
11/10/2020	2708178.5324078295
11/11/2020	2719789.1584845455
11/12/2020	2760426.3497533016
11/13/2020	2679151.967215878
11/14/2020	2754621.0367148705
11/15/2020	2621098.836832007
11/16/2020	2716886.501965367
11/17/2020	2708178.5324078295
11/18/2020	2719789.1584845455
11/19/2020	2760426.3497533016
11/20/2020	2679151.967215878
11/21/2020	2754621.0367148705
11/22/2020	2621098.836832007
11/23/2020	2716886.501965367
11/24/2020	2708178.5324078295
11/25/2020	2719789.1584845455
11/26/2020	2760426.3497533016
11/27/2020	2679151.967215878
11/28/2020	2754621.0367148705
11/29/2020	2621098.836832007
11/30/2020	2716886.501965367
12/01/2020	2708178.5324078295
12/02/2020	2719789.1584845455
12/03/2020	2760426.3497533016
12/04/2020	2679151.967215878
12/05/2020	2754621.0367148705
12/06/2020	2621098.836832007
12/07/2020	2716886.501965367
12/08/2020	2708178.5324078295
12/09/2020	2719789.1584845455
12/10/2020	2760426.3497533016
12/11/2020	2679151.967215878
12/12/2020	2754621.0367148705
12/13/2020	2621098.836832007
12/14/2020	2716886.501965367
12/15/2020	2708178.5324078295
12/16/2020	2719789.1584845455
12/17/2020	2760426.3497533016
12/18/2020	2679151.967215878
12/19/2020	2754621.0367148705
12/20/2020	2621098.836832007
12/21/2020	2716886.501965367
12/22/2020	2708178.5324078295
12/23/2020	2719789.1584845455
12/24/2020	2760426.3497533016
12/25/2020	2679151.967215878
12/26/2020	2754621.0367148705
12/27/2020	2621098.836832007
12/28/2020	2716886.501965367
12/29/2020	2708178.5324078295
12/30/2020	2719789.1584845455
12/31/2020	2760426.3497533016
